2025-07-22 21:56:09.405 [INFO   ] EventBus initialized
2025-07-22 22:48:37.163 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.174 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.185 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.197 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.209 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.219 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.230 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.242 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.254 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.266 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.278 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.290 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.301 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.313 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.325 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.336 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.349 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.360 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.377 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.389 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.401 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.413 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.425 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.436 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.446 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.457 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.468 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.479 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.490 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.501 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.513 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.525 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.536 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.548 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.560 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.572 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.584 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.595 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.612 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.624 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.636 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.648 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.659 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.671 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.683 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.694 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.706 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.718 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.729 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.741 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.753 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.765 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.777 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.788 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.800 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.812 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.823 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.836 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.848 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.866 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.877 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.889 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.901 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.913 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.925 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.936 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.948 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.960 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.971 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.984 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.995 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.007 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.019 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.031 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.042 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.054 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.065 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.077 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.088 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.103 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.114 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.125 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.135 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.146 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.157 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.168 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.179 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.191 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.203 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.215 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.227 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.239 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.251 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.262 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.274 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.286 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.297 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.309 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.321 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.333 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.349 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.360 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.372 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.384 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.395 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.407 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.419 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.430 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.442 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.454 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.466 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.478 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.490 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.502 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.513 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.525 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.537 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.548 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.560 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.572 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.589 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.601 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.613 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.624 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.636 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.648 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.659 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.671 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.682 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.695 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.706 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.718 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.730 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.742 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.754 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.765 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.777 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.788 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.800 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.812 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.824 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.841 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.853 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.864 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.876 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.887 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.899 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.911 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.922 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.935 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.946 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.958 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.970 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.981 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:38.993 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.005 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.017 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.029 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.040 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.053 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.064 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.081 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.093 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.104 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.116 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.126 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.137 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.148 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.159 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.170 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.181 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.193 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.204 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.216 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.228 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.239 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.251 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.263 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.274 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.287 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.299 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.310 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.327 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.339 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.351 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.363 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.374 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.386 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.397 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.410 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.421 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.433 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.444 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.455 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.466 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.478 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.489 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.501 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.513 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.525 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.536 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.548 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.565 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.577 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.588 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.600 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.612 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.623 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.635 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.647 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.659 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.671 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.682 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.694 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.706 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.717 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.729 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.740 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.752 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.764 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.776 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.788 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.799 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.816 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.828 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.840 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.852 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.864 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.876 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.889 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.900 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.912 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.924 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.935 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.947 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.959 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.970 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.982 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:39.994 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:40.006 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:40.018 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:40.029 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:40.041 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:40.052 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:40.070 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:40.082 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:40.093 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:40.105 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:40.117 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:40.129 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:40.139 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:40.150 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:40.162 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:40.174 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:40.186 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:40.198 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:40.210 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:40.222 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:40.234 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:40.246 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:40.258 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:40.271 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:40.283 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:40.295 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:40.312 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:40.324 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:40.335 [DEBUG  ] ScreenManager: In main loop iteration
